,word,label
33277,colicky,0
33278,overpriced,0
33279,Institutionalization,0
33280,dialed,0
33281,Goering,0
33282,p.m.,0
33283,Raise,0
33284,armoire,0
33285,Ask,0
33286,breathes,0
33287,46,0
33288,commercialization,1
33289,appreciative,1
33290,rumor,0
33291,skimming,1
33292,Vikulov,0
33293,Byrd's,0
33294,baseball's,1
33295,eyed,0
33296,subconsciously,0
33297,five-home,0
33298,abdomen,0
33299,Colonus,0
33300,nieces,0
33301,Corning,0
33302,consorted,0
33303,err,1
33304,a-crowing,0
33305,doldrums,0
33306,nations,0
33307,Cruel,0
33308,Devery,0
33309,par,0
33310,40-degrees-F,1
33311,unambiguously,0
33312,Bitter,1
33313,Dominique,0
33314,Sky,0
33315,sprained,0
33316,inscrutability,0
33317,islands',0
33318,fourteen-nation,1
33319,Monday,0
33320,Thing,0
33321,luckily,0
33322,concepts,0
33323,classics,1
33324,overplayed,0
33325,DU,0
33326,Prentice-Hall,1
33327,charters,0
33328,serving,0
33329,vanguard,0
33330,hasten,0
33331,mortally,1
33332,writers,0
33333,jesting,0
33334,creates,0
33335,Twenty-four,0
33336,logarithms,0
33337,Bryson,0
33338,liberals,0
33339,materialism,0
33340,re-elected,0
33341,Walton,0
33342,Colorful,0
33343,Tension,0
33344,agile,0
33345,Tim,0
33346,South,0
33347,Detroit's,0
33348,B-52H,0
33349,Knowing,0
33350,Jelke,0
33351,keys,0
33352,trumpeter,0
33353,botulinum,0
33354,equipment,0
33355,opposing,1
33356,award,0
33357,fighter,0
33358,Patrol,0
33359,struggle,1
33360,barnyards,0
33361,Oriental,0
33362,deification,0
33363,Segal's,0
33364,aces,0
33365,re,0
33366,Gerald,0
33367,smudged,0
33368,bloodless,1
33369,instead,0
33370,Chinese,0
33371,single-lane,0
33372,break-away,0
33373,personally-owned,1
33374,many-much,0
33375,Schutz,0
33376,"55,000",1
33377,bathrobe,0
33378,Bari's,0
33379,namesake,0
33380,Kroger's,0
33381,labors,0
33382,gunner,1
33383,imposing,0
33384,Wesker,0
33385,Sentence,0
33386,funerals,0
33387,atonally,1
33388,allergic,1
33389,mythic,0
33390,selecting,0
33391,suburbia,0
33392,Anglicanism,0
33393,amazement,0
33394,widens,0
33395,Taken,0
33396,King's,0
33397,concurs,0
33398,Engh,0
33399,Shooter,1
33400,Lilliputian,1
33401,Renville,1
33402,yielded,0
33403,Snopes,0
33404,misperceives,0
33405,puerile,0
33406,anti-Castro,0
33407,Subscribers,0
33408,offing,1
33409,Putas,0
33410,0.4,0
33411,incorporated,0
33412,Lippincott,1
33413,restlessly,1
33414,synergistic,0
33415,dew,0
33416,Athletic,0
33417,agenda,0
33418,Sokolev,0
33419,Insect,0
33420,lace-drawn,0
33421,Quiet,0
33422,victim's,0
33423,Munger,0
33424,940Y,0
33425,stashed,0
33426,rattlers,1
33427,thirteen,1
33428,Bancroft's,0
33429,lunchroom,1
33430,Philco-sponsored,0
33431,bearish,0
33432,cratered,0
33433,Stanhope,0
33434,psychic,0
33435,occupations,1
33436,propylthiouracil,0
33437,solicitousness,1
33438,proprietor,0
33439,depended,0
33440,doggedly,1
33441,ship-to-surface,0
33442,justifiably,0
33443,cords,0
33444,Gallon,1
33445,Marc,0
33446,rods,0
33447,impose,0
33448,prayin',0
33449,incertain,0
33450,gentians,0
33451,Pittsburghers,1
33452,curriculum,1
33453,art,0
33454,poet,0
33455,Newspaper,0
33456,artists,0
33457,measurements,0
33458,forefingers,0
33459,slanders,0
33460,hike,0
33461,careful,0
33462,Superintendent,0
33463,outlaws,0
33464,gloated,0
33465,furthering,0
33466,Catholic,0
33467,lords,0
33468,enforcement,0
33469,Divided,0
33470,Reyes,0
33471,Toujours,0
33472,skilfully,1
33473,Messrs.,1
33474,psychoanalyst,0
33475,super-charged,0
33476,Oldsmobile,0
33477,Flier,0
33478,parentage,0
33479,Elemental,0
33480,goldsmith,0
33481,liberal's,0
33482,religions,0
33483,pronoun,0
33484,horsehair,0
33485,Asia,0
33486,proceed,1
33487,Carving,0
33488,Adenauer's,0
33489,biting,0
33490,luminescent,0
33491,Viareggio,1
33492,delenda,0
33493,duel,0
33494,Cocktail,0
33495,Graft,0
33496,funeral,0
33497,matured,0
33498,Charity,0
33499,Keys,0
33500,Spurred,1
33501,English-Dutch,0
33502,amending,0
33503,instigation,0
33504,preparedness,1
33505,Gyp,0
33506,Pacific,0
33507,all-lesbian,1
33508,Fifty-two,0
33509,Armageddon,1
33510,inductions,0
33511,Recovery,0
33512,inundated,0
33513,Anti-A,0
33514,withering,0
33515,shared,0
33516,Pendleton's,0
33517,fonder,0
33518,depose,0
33519,solidifies,0
33520,Emilio,0
33521,Grahamstown,0
33522,lament,0
33523,pliable,0
33524,field-hands',0
33525,275-degrees-F,1
33526,giveaway,0
33527,awake,0
33528,deepest,1
33529,Knoxville,1
33530,oratio,0
33531,99,1
33532,blinded,0
33533,booklet,1
33534,diplomats,0
33535,Sonar,0
33536,kickbacks,0
33537,Skolman,0
33538,unwinding,0
33539,Appaloosas,1
33540,confusin',0
33541,pounding,0
33542,propelling,1
33543,wash-outs,0
33544,species-dependent,0
33545,hunch,0
33546,Iglehart,0
33547,Dane,0
33548,Mallinckrodt,1
33549,62-63,0
33550,aromatic,0
33551,Janet,0
33552,panelization,0
33553,wry,0
33554,headdress,1
33555,ventilator,0
33556,financially,1
33557,Arrange,1
33558,ambivalent,0
33559,172nd,0
33560,upriver,0
33561,goad,0
33562,fame,0
33563,Park,0
33564,Advertiser,0
33565,sluicehouse,0
33566,arisen,0
33567,Demon's,0
33568,Bertha,0
33569,guard's,0
33570,brokerage,0
33571,courses,0
33572,squad,0
33573,Rude,0
33574,knuckles,0
33575,evermounting,0
33576,prodded,1
33577,sayin',0
33578,hev,0
33579,bisque,0
33580,co-operated,0
33581,scary,0
33582,threesome,1
33583,analysis,0
33584,Far,0
33585,Georgia's,0
33586,zur,0
33587,slurped,0
33588,Scolatti,1
33589,2454,0
33590,hove,0
33591,Illustrations,1
33592,attacked,1
33593,conflicting,0
33594,Ticker,0
33595,amide,0
33596,Saran,0
33597,notches,0
33598,Lovingood,1
33599,swiping,0
33600,huddling,1
33601,warnings,0
33602,gas,0
33603,Surgery,0
33604,Seabrook,1
33605,fulfillment,1
33606,piers,0
33607,spared,0
33608,Oakes,0
33609,Pitt,1
33610,scout,0
33611,Oslo,0
33612,tidied,0
33613,indium,0
33614,turtle-neck,0
33615,Corrette,1
33616,Rondo,0
33617,trademark,0
33618,More,0
33619,disaster,0
33620,borough,0
33621,curry,1
33622,Goa,0
33623,breakfast-table,0
33624,whipsawed,0
33625,sin,0
33626,veterans',0
33627,halted,0
33628,valued,0
33629,floats,0
33630,aspect,0
33631,antiques,0
33632,Geroge,0
33633,tellers,1
33634,Marmee,1
33635,Wergeland,0
33636,10:30,0
33637,vigilant,0
33638,adhesives,0
33639,Seekonk,1
33640,spasm,0
33641,275,0
33642,moldboard,0
33643,Limbo,0
33644,recurrently,1
33645,substantially,1
33646,unmistakably,0
33647,aspects,0
33648,comprehensive,0
33649,conciliate,0
33650,mess,1
33651,Dialogues,0
33652,thinkin,0
33653,chromium,0
33654,rye,0
33655,tamp,0
33656,tarnished,0
33657,Cossack,1
33658,corruptible,1
33659,Rheinholdt,0
33660,Secretion,0
33661,slighter,0
33662,Interstate,0
33663,symphony,0
33664,Retired,0
33665,Brooding,1
33666,dogma,0
33667,residents,0
33668,half-drunk,0
33669,hattes,1
33670,ATP,0
33671,Blackstone,0
33672,rockbound,0
33673,1981,0
33674,concentric,0
33675,twitched,0
33676,broadest,0
33677,Sonata,0
33678,departed,0
33679,20-to-1,0
33680,Mallory's,1
33681,die,0
33682,burnt-red,0
33683,Gaulle,1
33684,Heidelberg,0
33685,beaten,0
33686,objected,0
33687,FBI,0
33688,Farm,0
33689,Mineralogy,0
33690,Nikita,0
33691,anionic,0
33692,revival,0
33693,emphatic,0
33694,hardtack-box,0
33695,$.30/mbf,0
33696,recessed,1
33697,iniquitous,0
33698,elegantly,0
33699,spicy,0
33700,general-appeal,1
33701,Grigory,0
33702,superstructure,0
33703,boiler,0
33704,sedately,0
33705,groups,0
33706,busted,0
33707,Lucretia,0
33708,Italo,0
33709,sleeve,1
33710,detachable,0
33711,exerts,0
33712,plus-one,0
33713,seduction,0
33714,poodle,1
33715,Fuhrmann,1
33716,**yp,1
33717,rotation,0
33718,Cases,0
33719,toll,1
33720,ice-feeling,1
33721,Baylor,0
33722,mutilation,0
33723,safe-conduct,0
33724,dollarette,1
33725,elbowing,0
33726,knuckled,0
33727,"$1,000,000",1
33728,souls',0
33729,Cherry,1
33730,Ahead,0
33731,picture,0
33732,seek,1
33733,six,0
33734,allowance,1
33735,callable,1
33736,Lalaurie's,0
33737,Writer,0
33738,Benet's,0
33739,interglacial,0
33740,imaging,0
33741,competitor,0
33742,covenant,0
33743,immodesty,1
33744,Electrostatic,0
33745,excited,0
33746,outrages,0
33747,springtime,0
33748,disseminating,1
33749,assertion,1
33750,Sentry,0
33751,Midi,0
33752,wingman,0
33753,teddy,1
33754,Williamson's,1
33755,bastard,0
33756,traditionalized,0
33757,over/under,0
33758,Burmese,0
33759,physicist,0
33760,Slums,0
33761,subversives,0
33762,products,0
33763,495,0
33764,troopers,1
33765,buttons,1
33766,leave,0
33767,hairshirt,0
33768,cornstarch,0
33769,unsalted,0
33770,spherules,0
33771,Colonialism,0
33772,beets,1
33773,apocryphal,0
33774,McEachern,0
33775,avaliable,0
33776,Lowell,1
33777,mudwagon,0
33778,vibrant,0
33779,1307,0
33780,Futotsu,0
33781,Mazowsze,0
33782,speeds,1
33783,cross-licensing,1
33784,Hale,0
33785,renewable,0
33786,Viola's,0
33787,Statue,0
33788,One-Leg,0
33789,hallelujahs,1
33790,recur,0
33791,misbranded,0
33792,generating,0
33793,Coombs,1
33794,meetin',1
33795,thirty-fourth,0
33796,rededicate,0
33797,pendulum,0
33798,Georgian,0
33799,smooching,1
33800,gray,0
33801,maximizing,0
33802,egg,1
33803,Lanin's,0
33804,unenvied,0
33805,miffed,1
33806,racy,0
33807,gaucherie,0
33808,swart,0
33809,schema,0
33810,urges,0
33811,inquiries,0
33812,excise,0
33813,Pascataqua,0
33814,Seaboard,0
33815,sleepwalker,1
33816,Make,0
33817,independent,0
33818,forum,0
33819,blankets,0
33820,McGeorge,0
33821,Stein,0
33822,woodcarver,1
33823,caraway,0
33824,filde,0
33825,des,0
33826,Sihanouk's,0
33827,Acceptable,1
33828,wither,0
33829,Birdwood,1
33830,printmaking,0
33831,random,0
33832,wind-and-water,0
33833,75th,0
33834,SX-21,0
33835,shortened,0
33836,completely,0
33837,two-weeks,1
33838,distressing,1
33839,Krakow,0
33840,aft,0
33841,imperturbable,0
33842,individual's,0
33843,demoralizing,0
33844,cremate,0
33845,modality,0
33846,FOREAMI,0
33847,topics,0
33848,$5000,1
33849,Man,0
33850,displacement,0
33851,crystallite,1
33852,Gene-Princess,1
33853,liveried,0
33854,tolerance,0
33855,busyness,1
33856,lulled,1
33857,accidents,1
33858,gratefully,1
33859,Nostradamus,0
33860,millionaires,1
33861,Edythe,0
33862,over-large,0
33863,Swahili,0
33864,Preserving,0
33865,poetry,0
33866,guitarist,0
33867,tremendous,0
33868,suhthuhn,0
33869,curling,0
33870,Equity,0
33871,Wiry,0
33872,Toward,0
33873,switch,0
33874,uneasily,0
33875,turnings,0
33876,Agriculture,0
33877,breastworks,0
33878,weaponry,0
33879,Scots,0
33880,Deauville,1
33881,potential,0
33882,"8,500",1
33883,dog-pin,0
33884,tablespoon,1
33885,oath,0
33886,progressions,1
33887,starved,0
33888,unconnected,1
33889,bloodstained,1
33890,rape,0
33891,built-detergent,0
33892,unqualified,0
33893,brilliantly,1
33894,surge,0
33895,2809,0
33896,kilowatt-hours,1
33897,280-yard,0
33898,redeemed,1
33899,Pietism,0
33900,glory,0
33901,glum,0
33902,depresses,1
33903,Phelan,0
33904,video,0
33905,non-church,0
33906,Jan,0
33907,transform,0
33908,firearms,0
33909,disenfranchised,0
33910,Perception,0
33911,proximity,0
33912,chores,0
33913,snobbishly,1
33914,retaliate,0
33915,forging,0
33916,soldiers',0
33917,Radic,0
33918,dries,0
33919,treasonous,0
33920,muttered,1
33921,Strait,0
33922,polarities,0
33923,5.7,0
33924,nor,0
33925,Carboloy,0
33926,immortalized,1
33927,canny,1
33928,Prokofieff's,1
33929,Ought,0
33930,decimal,0
33931,athletics,0
33932,dilated,0
33933,Hudson's,0
33934,Rod,0
33935,-ing,0
33936,eccentrics,1
33937,Huhmun,0
33938,smuggling,1
33939,best-preserved,0
33940,medium's,0
33941,Electress,1
33942,Assembly,1
33943,sauce,0
33944,elastic,0
33945,1707,0
33946,rule,0
33947,yuse,0
33948,wins,0
33949,Hoped-for,0
33950,suitable,0
33951,Evzone,0
33952,Care,0
33953,trouble,0
33954,features,0
33955,crofters,0
33956,class-biased,1
33957,3/8-inch,0
33958,Tape,0
33959,Tracks,0
33960,campers,0
33961,bodyguard,0
33962,Mid-Atlantic,0
33963,ranchers,0
33964,issued,1
33965,130-year,0
33966,prayerful,0
33967,transporting,0
33968,87,0
33969,whisperings,0
33970,Podgers,0
33971,jacketed,0
33972,syllable,1
33973,non-God,0
33974,gardener,0
33975,weak,0
33976,drudgery,0
33977,expressionism,1
33978,Wright's,0
33979,Harrity,1
33980,diagrams,0
33981,Troup,0
33982,ante,0
33983,Run,0
33984,Dalloway,1
33985,vexed,0
33986,1755,1
33987,sheet,1
33988,unself-conscious,0
33989,Students',0
33990,Gen.,0
33991,exhumations,0
33992,Rennell,1
33993,Populaire,0
33994,chive,0
33995,$18.9,0
33996,two-fisted,0
33997,Qui,0
33998,Curiously,0
33999,Trujillo's,1
34000,pp.,1
34001,Trichieri,0
34002,Vergessen,1
34003,spectacle,0
34004,inadvertence,0
34005,Hamlet,0
34006,drab-haired,0
34007,Internal,0
34008,disapproval,1
34009,Elisabeth,0
34010,freckled,0
34011,interlocutor,0
34012,Nonspecific,0
34013,eventfully,1
34014,inspector,0
34015,knots,0
34016,prowess,1
34017,trigger-happy,1
34018,SP-44007,1
34019,oddities,1
34020,Time's,0
34021,electrically,1
34022,cheekbone,1
34023,schnooks,1
34024,papal,0
34025,ridge,0
34026,displacing,0
34027,foolproof,1
34028,discretion,0
34029,distributors,0
34030,pure,0
34031,interlobular,0
34032,riddance,1
34033,freshness,1
34034,Registered,0
34035,Dorsey,0
34036,swastika,0
34037,priest,0
34038,1.2,0
34039,reaffirmed,1
34040,sharpshooters,1
34041,titanic,0
34042,betrayed,0
34043,Apple,1
34044,prostitution,0
34045,indefatigable,0
34046,Vickers,0
34047,Diron,0
34048,faulted,0
34049,uniformly,0
34050,thigh,0
34051,Systemic,0
34052,Miles,0
34053,Temporary,0
34054,aerial,0
34055,doctor,0
34056,Aquacutie,0
34057,scramble,0
34058,Gunfire,0
34059,"$2,412,616",0
34060,socialist,0
34061,marksmanship,0
34062,"18,792",0
34063,Strasny,0
34064,Azusa,0
34065,openings,0
34066,State,0
34067,machinelike,0
34068,Hastening,0
34069,talk-aboutiveness,1
34070,televison-record,0
34071,Bea,0
34072,during,0
34073,Valois,0
34074,Traxel,0
34075,a-la-Aristotle,0
34076,canonized,0
34077,imbroglio,0
34078,Littau,1
34079,poncho,0
34080,venerable,0
34081,funniest,1
34082,prefixes,0
34083,format,0
34084,pas,0
34085,skin,0
34086,trampled,0
34087,Improves,0
34088,volatilization,0
34089,Gabler,0
34090,10-year,0
34091,Pont,0
34092,peg,0
34093,looting,1
34094,fluxes,0
34095,blonde-haired,0
34096,merger,0
34097,latter,1
34098,brutalities,0
34099,driveway,0
34100,clog,0
34101,continental,0
34102,good-night,1
34103,hamlet,0
34104,Laurie,0
34105,across,1
34106,hotel-motel,0
34107,B.C.,0
34108,dispensed,0
34109,antiquity,0
34110,stiff,1
34111,establishes,0
34112,accessions,1
34113,250,0
34114,pinafores,0
34115,did,0
34116,birthright,0
34117,Westchester,0
34118,Pfaff,1
34119,directing,0
34120,micrometers,0
34121,3-10,0
34122,workers',0
34123,revolving,0
34124,architectural,0
34125,Timon,0
34126,diatomic,0
34127,hemorrhoids,1
34128,sequestration,0
34129,rested,0
34130,first-run,0
34131,sixth-grade,0
34132,upholstered,0
34133,rioting,0
34134,unwed,0
34135,Icelandic-speaking,0
34136,unphysical,0
34137,Kerosene,0
34138,spinnability,1
34139,Tawney,0
34140,assailed,1
34141,philosophizing,0
34142,Ballestre,1
34143,undecorated,0
34144,Myers,0
34145,Protestant,0
34146,Vienot,0
34147,"1,286",0
34148,Domitian's,0
34149,unauthorized,0
34150,ideologist,0
34151,Sweating,0
34152,placeless,1
34153,symbolic-sounding,0
34154,Helva,0
34155,drips,0
34156,veritable,0
34157,sloshed,0
34158,multi-state,0
34159,cascades,0
34160,clamps,0
34161,bulldoze,1
34162,Merleau-Ponty,0
34163,spectral,0
34164,elapsed,0
34165,Ransom,0
34166,"430,000",1
34167,Simultaneous,0
34168,handles,0
34169,Aristotle's,0
34170,Geology,0
34171,badinage,0
34172,humiliatingly,0
34173,Institut,0
34174,polyphosphates,0
34175,Raymond,0
34176,uselessness,1
34177,humble,0
34178,unworkable,0
34179,ministering,0
34180,forklift,0
34181,gullibility,1
34182,pedigree,1
34183,underwriter,0
34184,suffered,1
34185,hens,0
34186,miasmal,0
34187,Bert,0
34188,perilla,1
34189,location-minded,0
34190,buzzes,1
34191,disobedient,0
34192,self-effacing,1
34193,brown-black,0
34194,cutlass,1
34195,contributing,0
34196,Bo,0
34197,cometary,0
34198,fumbled,0
34199,substance,0
34200,playbacks,0
34201,Bunyan,0
34202,sickroom,1
34203,fast-grossing,1
34204,bullies,1
34205,conversations,0
34206,presidential,0
34207,ugliness,1
34208,Baku,0
34209,privileges,0
34210,cherry-flavored,1
34211,fluke,0
34212,dose,0
34213,inlaid,0
34214,sausages,0
34215,Rowswell,1
34216,dragooned,1
34217,ell,1
34218,intriguingly,0
34219,delivers,0
34220,eternal,0
34221,Katherine,0
34222,Between,1
34223,pre-assault,1
34224,dishonored,0
34225,succeeding,1
34226,tonight,0
34227,gird,0
34228,acceded,1
34229,Montero,0
34230,brilliant,1
34231,tease,0
34232,Commissioner's,1
34233,superb,0
34234,error,1
34235,demeanor,0
34236,strives,0
34237,"12,500",1
34238,searchings,0
34239,putout,0
34240,illuminating,1
34241,playground,0
34242,temper,0
34243,greenware,1
34244,trenchant,0
34245,advertisement,0
34246,exhortations,0
34247,trusting,0
34248,Hartman,0
34249,jotting,1
34250,typify,0
34251,convict,0
34252,leapt,0
34253,fractious,0
34254,alert,0
34255,overshoes,0
34256,cliches,0
34257,Theological,0
34258,Latinovich,0
34259,cross-fertilization,1
34260,prohibit,0
34261,partition,0
34262,Sea's,0
34263,memory-images,0
34264,Crumb,0
34265,Jerry,1
34266,4.2,0
34267,Tune,0
34268,Islamic,0
34269,Negligence,0
34270,Perdido,0
34271,blueberries,1
34272,gangland,0
34273,astronomer,0
34274,acrobats,0
34275,laces,0
34276,whole-word,0
34277,manipulations,0
34278,storyline,0
34279,Campbell,1
34280,5th,0
34281,extremely,0
34282,light-headed,0
34283,talk,0
34284,injured,0
34285,continues,0
34286,Hultberg,0
34287,despot,0
34288,loaded,0
34289,cowbirds',0
34290,procrastination,0
34291,hastened,0
34292,numenous,0
34293,tomato,0
34294,Corp,0
34295,molars,0
34296,garde,0
34297,Poetry's,0
34298,wholly,1
34299,grounded,0
34300,recollections,1
34301,Wicked,0
34302,lumped,0
34303,copywriter,0
34304,Lousiness,1
34305,avoiding,0
34306,hardly,0
34307,cetera,0
34308,flattered,1
34309,dignify,0
34310,organize,0
34311,Potowomut,0
34312,Clearwater,0
34313,Boisbriant,0
34314,Valerie,0
34315,Heave,0
34316,Seven,0
34317,uncles,0
34318,adamant,0
34319,Whereas,0
34320,Kombo,0
34321,cold-blooded,1
34322,Ares,0
34323,Wellman,1
34324,Calves,0
34325,Tempter,0
34326,libertarians,0
34327,restored,0
34328,rental,0
34329,Pasadena's,0
34330,biologists,0
34331,Searles,0
34332,modestly,0
34333,paratroopers,1
34334,hypocritical,0
34335,great-nieces,0
34336,contingency,0
34337,2:67,0
34338,preservation,0
34339,What's,0
34340,Basil,0
34341,long-view,0
34342,Celebration,0
34343,Butter,1
34344,thematic,0
34345,beholds,0
34346,Fosdick,0
34347,iridium,0
34348,Hemenway's,0
34349,cardamom,0
34350,preside,0
34351,jets,0
34352,Missile,1
34353,afferent,1
34354,screen,1
34355,gallonage,1
34356,chairing,0
34357,summer's,1
34358,ambling,0
34359,healing,0
34360,urban-fringe,0
34361,Field,0
34362,eulogize,0
34363,Ferrell,1
34364,Travels,0
34365,perishable,0
34366,Ohio,0
34367,Farming,0
34368,Footnotes,1
34369,radiomen,0
34370,Machinists,0
34371,ladder,1
34372,check-out,0
34373,artfulness,1
34374,capricious,0
34375,metal-hydrido,0
34376,suspended,0
34377,complex,0
34378,velociter,0
34379,orthophosphates,0
34380,Criticism,0
34381,loosens,1
34382,Hobart,0
34383,queerer,1
34384,amines,0
34385,Day's,0
34386,welcomed,0
34387,Township,0
34388,pianism,0
34389,dialyzed,0
34390,"$590,000",1
34391,perfusion,0
34392,Rican,0
34393,ballards,1
34394,spineless,1
34395,magenta,0
34396,axes,0
34397,countriman,0
34398,self-betrayal,0
34399,Swadesh's,0
34400,blacked,0
34401,Interpretation,0
34402,6-1/2,0
34403,willy,1
34404,oz.,0
34405,photographically,1
34406,Parish,0
34407,1954,0
34408,budget-making,0
34409,Adventures,0
34410,theory,0
34411,gentleness,1
34412,axioms,0
34413,stipulation,0
34414,uninjectable,0
34415,burgeoning,0
34416,kernel,0
34417,Lotte,1
34418,teaches,0
34419,2/4,0
34420,maze,0
34421,sugared,0
34422,memo,0
34423,Non,0
34424,Cardiovasculatory,0
34425,subdivision,0
34426,lingerie,0
34427,Dow,0
34428,inspiring,0
34429,long-run,0
34430,Tell,1
34431,nolens,0
34432,prevision,0
34433,headache,0
34434,experimenting,0
34435,superceded,0
34436,censuses,0
34437,Soviets',0
34438,Salter's,0
34439,cowering,0
34440,penniless,1
34441,stratified,0
34442,anti-Communist,1
34443,verstrichen,0
34444,R-stage,0
34445,Anabaptist,0
34446,grappling,1
34447,exhibit,0
34448,Liston,0
34449,resuspended,0
34450,kitten,1
34451,advancements,0
34452,Ritchie,0
34453,aspirin,0
34454,binuclear,0
34455,Set,0
34456,ship,0
34457,Reader's,0
34458,theatres,0
34459,PTA,0
34460,Builder,0
34461,constraining,0
34462,Image,0
34463,speeding,1
34464,D.W.,0
34465,Ass'n,1
34466,Graduates,0
34467,anytime,0
34468,reinforcement,0
34469,Finding,0
34470,beans,0
34471,Malta,0
34472,knife-men,0
34473,spoiled,0
34474,slave's,0
34475,SRESERVE,0
34476,detective,0
34477,tensile,0
34478,Salle,1
34479,Measurements,0
34480,pretend,0
34481,blushing,0
34482,sweat-soaked,0
34483,overvaulting,0
34484,bulkheads,0
34485,Highness,1
34486,Playground,0
34487,genetic,0
34488,Meurons,0
34489,Calenda,0
34490,Pretend,0
34491,irrationality,1
34492,varityping,0
34493,washbasin,0
34494,Hal's,0
34495,Camp,0
34496,convalescence,0
34497,participation,0
34498,perfectionism,0
34499,babbiting,1
34500,debated,0
34501,stances,0
34502,glamorous,0
34503,misquoted,0
34504,Life,0
34505,chronicled,0
34506,antiredeposition,0
34507,Ulyate,0
34508,silhouetted,1
34509,assent,1
34510,paraphrase,0
34511,McCullers,1
34512,uptown,0
34513,regularity,0
34514,ipso,0
34515,32-degrees-F,1
34516,gearing,0
34517,ownership,0
34518,directive,0
34519,Gurion,0
34520,cocoon,1
34521,Elinor,0
34522,covetousness,1
34523,republics,0
34524,endearments,0
34525,resign,0
34526,axis,0
34527,sluggishly,1
34528,unlocked,0
34529,esprit,0
34530,Damascus,0
34531,Murrow,1
34532,1936,0
34533,sucking,0
34534,3.5,0
34535,won't,0
34536,despite,0
34537,develop,0
34538,Naples,0
34539,half-brother,0
34540,dock,0
34541,compensated,0
34542,37,0
34543,exponential,0
34544,reasserting,1
34545,interpret,0
34546,Selden,0
34547,frowningly,0
34548,Erik,0
34549,Weakness,1
34550,Cluck,0
34551,threatened,0
34552,categorize,0
34553,loudspeaker,0
34554,illegitimacy,1
34555,prod,0
34556,share,0
34557,adieu,0
34558,belching,0
34559,clamor,0
34560,Pen,0
34561,Schrunk,0
34562,honeybee,1
34563,14-term,0
34564,briefcase,0
34565,"$7,082",0
34566,watches,0
34567,greatest,0
34568,reelected,1
34569,aspirants,0
34570,hangman,0
34571,bracket,0
34572,terrace,1
34573,airlines,0
34574,artist,0
34575,reservoir,0
34576,Elements,0
34577,recapitulation,0
34578,composer,0
34579,winds,0
34580,enforceable,0
34581,snivelings,0
34582,Porgy,0
34583,particle,0
34584,fete,0
34585,haughty,0
34586,evolutionists,0
34587,Dyer,0
34588,clean-shaven,0
34589,desperate,0
34590,coldly,0
34591,aloof,1
34592,crickets,0
34593,swivels,0
34594,cameos,0
34595,Hemingway's,0
34596,employ,0
34597,Buttrick,1
34598,move,0
34599,impressed,1
34600,Madeleine,0
34601,unbreakable,0
34602,files,0
34603,wound,0
34604,overland,0
34605,chattels,1
34606,moderns,0
34607,syndication,0
34608,Faulkner's,0
34609,Daughter,0
34610,Mommor,1
34611,abstractive,0
34612,$3.50,0
34613,Lovers,0
34614,shape,0
34615,Extending,0
34616,extracted,0
34617,determinate,0
34618,simulate,0
34619,Eurasian,0
34620,1870,0
34621,stimulations,0
34622,Indirect,0
34623,"4,585",0
34624,importantly,0
34625,Lindskog,0
34626,mosque,0
34627,marts,0
34628,Baubles,0
34629,50-inch,0
34630,boils,0
34631,agents,0
34632,farmer-type,0
34633,false,0
34634,captivity,0
34635,downcast,0
34636,Willows,1
34637,Broiled,0
34638,alma,0
34639,policeman-murderer,0
34640,1970s,0
34641,mentor,0
34642,all-knowing,1
34643,carrying,1
34644,beaver,0
34645,silly,1
34646,unluckily,0
34647,rationality,0
34648,bevor,0
34649,capsule,0
34650,conveniences,0
34651,Tuxapoka,0
34652,rep'tation,0
34653,eaten,0
34654,novelized,0
34655,existential,0
34656,Classical,1
34657,sicker,0
34658,socially-oriented,1
34659,skepticism,0
34660,water's,0
34661,Pueri,0
34662,Anglo-Protestant,0
34663,Daley,0
34664,Deerstalker,1
34665,alternated,0
34666,6a,0
34667,tranquility,0
34668,8-oz.,0
34669,hover,0
34670,direct,0
34671,relieving,0
34672,Conneaut,1
34673,writers',0
34674,Kremlin's,0
34675,unabridged,0
34676,term-end,0
34677,sip,0
34678,messieurs,1
34679,all-Negro,1
34680,10:45,0
34681,shunts,0
34682,Tackle,0
34683,Katie,0
34684,beginner,1
34685,mum,0
34686,Kupcinet,0
34687,enhanced,0
34688,Taught,0
34689,up-jutting,1
34690,nation,0
34691,cozier,0
34692,anachronism,0
34693,Resolved,0
34694,"12,000",1
34695,justness,1
34696,inversion,0
34697,20-megaton,0
34698,flashback,0
34699,Voiture,0
34700,untrained,0
34701,Rockies,0
34702,Visitors,0
34703,L'Astree,1
34704,interactions,0
34705,Abdallah,1
34706,lavish,0
34707,blockading,0
34708,finite,0
34709,killed,1
34710,remorseless,1
34711,accompany,1
34712,wagging,1
34713,junior-senior,0
34714,heliocentric,0
34715,Rock,0
34716,southernisms,0
34717,mailbox,0
34718,wing,0
34719,Sentiments,0
34720,sentinels,0
34721,Oersted's,0
34722,pimplike,0
34723,27%,0
34724,wrapping,1
34725,interrupt,1
34726,"$200,000-a-year",1
34727,Emerging,0
34728,shrewd,0
34729,deterrence,1
34730,slim,0
34731,revolved,0
34732,pedestrians,0
34733,Franny,1
34734,absorber,0
34735,T-34,0
34736,Beech,1
34737,warm-toned,0
34738,physiological,0
34739,pidgin,0
